time,Y1,Y2
80372,-0.00280815888918215,-0.06080700722163377
80373,-0.002890866888734508,-0.06101732265809965
80374,-0.0029086750602639482,-0.06115262384434807
80375,-0.002833527312462102,-0.061199188935714105
80376,-0.0027649821984333687,-0.06120877897496754
80377,-0.002790039984134517,-0.061213371538368276
80378,-0.002860162408597153,-0.06136812446414321
80379,-0.002881816763304887,-0.06162546276041581
80380,-0.002824052969255761,-0.06158229257129534
80381,-0.0027512585281393603,-0.0611788991301706
80382,-0.0027430254204014893,-0.06085556366819642
80383,-0.002800082934531452,-0.06086260661934089
80384,-0.0028741689475372677,-0.06103801729661239
80385,-0.002897372677354481,-0.06116390072883072
80386,-0.0028378159349831977,-0.06120984082860709
80387,-0.002773867423093069,-0.06121882170650752
80388,-0.0027876733002549746,-0.06121848652326873
80389,-0.0028481372584615726,-0.06134125133671366
80390,-0.002873469882952246,-0.06157063136414978
80391,-0.0028287128744957013,-0.061568184008924186
80392,-0.0027633179384126383,-0.06123782770202474
80393,-0.0027489689488011107,-0.06093559551225025
80394,-0.002794024335109763,-0.06091166922878979
80395,-0.002859704996133543,-0.06105525405799084
80396,-0.002886343318623203,-0.061171049525358755
80397,-0.002840098830246369,-0.061216194459710646
80398,-0.0027815298384016468,-0.061224948999436715
80399,-0.0027865080509945676,-0.06122123080285796
80400,-0.0028378421296705743,-0.061317530235142054
80401,-0.0028651552832342974,-0.06151967862604834
80402,-0.0028314015410384205,-0.06154668928914242
80403,-0.002773412378516297,-0.06127996149524308
80404,-0.002754876606257626,-0.061002067564449994
80405,-0.002789632315641469,-0.06095472522135385
80406,-0.0028472766545004193,-0.06106969403556951
80407,-0.0028757888366988654,-0.0611750041253102
80408,-0.0028407821197377896,-0.0612191082085816
80409,-0.0027880005997994372,-0.061227905121096146
80410,-0.0027862353572134474,-0.06122201018990427
80411,-0.0028291260187826425,-0.06129658133485207
80412,-0.002857086002561675,-0.061472892827428946
80413,-0.0028325209190867323,-0.06152031034913989
80414,-0.002781730140685963,-0.06130834554250446
80415,-0.0027605736073393495,-0.061056526607762424
80416,-0.0027865975216416405,-0.060992260503189843
80417,-0.002836683673289529,-0.061081854161552256
80418,-0.002865849090034197,-0.06117653176022883
80419,-0.0028402170438350132,-0.06121931037756285
80420,-0.002793343297857142,-0.061228321316539776
80421,-0.0027865985932629574,-0.06122117855240679
80422,-0.0028218275047538896,-0.061278054814848444
80423,-0.0028494148607535316,-0.06143035219382986
80424,-0.0028324163462948256,-0.06149100896399188
80425,-0.0027884627675179886,-0.06132562001997525
80426,-0.0027659347790407757,-0.06110043320012994
80427,-0.002784650308836909,-0.061024728220494144
80428,-0.0028277292279146604,-0.061092134943179235
80429,-0.0028566138560403623,-0.061176255292398236
80430,-0.002838703691481201,-0.06121741431895245
80431,-0.002797643264588337,-0.06122673041060976
80432,-0.0027873884454524523,-0.061219042531555676
80433,-0.0028157827560623162,-0.06126163360953754
80434,-0.0028422451426907895,-0.061391983970317865
80435,-0.0028313812987036157,-0.06146029731578424
80436,-0.0027937989751757207,-0.061334051939761054
80437,-0.002770875879105871,-0.0611351509462733
80438,-0.002783558370894705,-0.06105255663502981
80439,-0.00282022389950796,-0.06110084459734539
80440,-0.0028481330231690497,-0.061174673997009855
80441,-0.0028364952852125633,-0.0612139325663537
80442,-0.0028009990174193734,-0.061223580055823255
80443,-0.002788437598056844,-0.06121586639629821
80444,-0.00281083151519537,-0.061247034307958165
80445,-0.00283564005209161,-0.061357611118375316
80446,-0.002829662315839142,-0.06142931723344363
80447,-0.0027979201592573323,-0.061335569114483415
80448,-0.002775345890841877,-0.061161939561322924
80449,-0.0027831239280834397,-0.06107615407810513
80450,-0.0028139885484024844,-0.06110821956410756
80451,-0.0028404252427959385,-0.061172182564049125
80452,-0.0028338027407654905,-0.06120928981665347
80453,-0.0028035155492966216,-0.06121924455085952
80454,-0.002789615349317452,-0.06121187676456348
80455,-0.0028068213895870273,-0.06123400666100049
80456,-0.0028296309681261245,-0.06132698868713364
80457,-0.0028274639426008135,-0.061398908727819355
80458,-0.002800997209949758,-0.061331794804293856
80459,-0.0027793202750589336,-0.0611819512203224
80460,-0.0027831806589042937,-0.06109591166310746
80461,-0.0028088562655407662,-0.06111444156839929
80462,-0.002833485212625683,-0.06116908819343972
80463,-0.002830799289697793,-0.06120383471484116
80464,-0.002805299190034632,-0.06121403525693188
80465,-0.002790822376101658,-0.061207267036874506
80466,-0.002803610750195173,-0.06122233209358673
80467,-0.002824224562563136,-0.061299831673653826
80468,-0.002824953564361802,-0.061369668641681155
80469,-0.002803188397454662,-0.06132408186828635
80470,-0.0027827951356928114,-0.0611962296989205
80471,-0.0027835905204134704,-0.06111220436841961
80472,-0.0028046735672133272,-0.061119651514936674
80473,-0.0028272897527976417,-0.06116562575871523
80474,-0.0028276250096159208,-0.06119785045747454
80475,-0.0028064537858814576,-0.061208209698761784
80476,-0.002791985798077186,-0.06120220146418518
80477,-0.0028010705074926227,-0.061211821551224024
80478,-0.002819408853156931,-0.06127583594960974
80479,-0.0028222660412303155,-0.06134200033689841
80480,-0.002804638120238217,-0.06131354557385479
80481,-0.002785782239454241,-0.06120571182908948
80482,-0.002784240571068604,-0.061125391014502484
80483,-0.002801300979125868,-0.06112396056393619
80484,-0.0028218028244438136,-0.06116197108476519
80485,-0.002824391151745537,-0.0611915642667653
80486,-0.0028070779689863493,-0.0612019794674103
80487,-0.0027930546383389925,-0.06119681882072956
80488,-0.002799085001889836,-0.061202312945355636
80489,-0.002815158280903309,-0.06125469360578861
80490,-0.0028195080729142147,-0.06131615537756981
80491,-0.0028054763374444533,-0.06130109448275891
80492,-0.002788304819799164,-0.06121123082035947
80493,-0.0027850398824290955,-0.06113581356479921
80494,-0.0027986131372642466,-0.061127458760241817
80495,-0.0028169796285557372,-0.061158252432639656
80496,-0.0028211841915008677,-0.06118515580605236
80497,-0.0028072633142387543,-0.06119551705390264
80498,-0.0027939957353996575,-0.0611912356831375
80499,-0.002797552213140004,-0.061193668403109934
80500,-0.00281143790555195,-0.06123610385752979
80501,-0.00281676224734918,-0.06129226815829205
80502,-0.00280581853289044,-0.06128745904272355
80503,-0.002790394090234501,-0.061213521030966
80504,-0.0027859166027099304,-0.061143796088621555
80505,-0.0027964985155987366,-0.06113022158738017
80506,-0.0028127699109860376,-0.06115456031506443
80507,-0.002818069555937644,-0.061178764615553244
80508,-0.002807093206541115,-0.06118896174240708
80509,-0.0027947901294413024,-0.06118554933506805
80510,-0.002796383462242984,-0.06118577147600792
80511,-0.0028082068162738043,-0.06121978046674103
80512,-0.002814090744460143,-0.06127038438617542
80513,-0.0028057660815226566,-0.0612732176776418
80514,-0.0027920863903175054,-0.061213223812742384
80515,-0.0027868152157227437,-0.06114964364052716
80516,-0.0027948588745067993,-0.06113231479968125
80517,-0.002809120587501894,-0.06115095578457717
80518,-0.0028150950038373724,-0.06117249664911857
80519,-0.002806642266109476,-0.061182424684544864
80520,-0.0027954299220208792,-0.06117984032631493
80521,-0.0027955027505285695,-0.06117852441935577
80522,-0.0028054208535161114,-0.06120545647054963
80523,-0.002811538681415527,-0.06125048426491431
80524,-0.0028054069101730093,-0.06125882029574922
80525,-0.0027934208887433498,-0.06121089409653155
80526,-0.0027876940227731066,-0.06115364123762367
80527,-0.002793608509002826,-0.061133797856456
80528,-0.0028059777912241386,-0.06114747734522905
80529,-0.0028122936507984967,-0.06116642999105408
80530,-0.002805976202296341,-0.06117599326549333
80531,-0.0027959155914990125,-0.061174174719624726
80532,-0.002794845854424027,-0.06117184561910095
80533,-0.002803034734625788,-0.06119288686267809
80534,-0.002809137097806847,-0.061232501157545964
80535,-0.0028048163630400654,-0.06124460923015508
80536,-0.002794437770893956,-0.061207007429361755
80537,-0.0027885228622306713,-0.061156053054799424
80538,-0.0027926733624973644,-0.06113472624713652
80539,-0.0028032884336804892,-0.06114414664098081
80540,-0.002809686644064869,-0.061160619828634515
80541,-0.002805151987360508,-0.061169734860075195
80542,-0.0027962537349930827,-0.0611686060593144
80543,-0.0027943592711252617,-0.06116566721514985
80544,-0.0028010036704846273,-0.06118184975013835
80545,-0.0028069055886541542,-0.0612163364275636
80546,-0.002804058198678328,-0.06123083769554099
80547,-0.0027951768425404215,-0.06120196721888295
80548,-0.0027892810713584493,-0.06115712190802368
80549,-0.0027919900598760605,-0.06113515295875769
80550,-0.0028010013601880625,-0.061140973071065106
80551,-0.0028072855007190154,-0.061155102751722874
80552,-0.0028042182604017737,-0.06116370006438572
80553,-0.002796455200490945,-0.06116317709452779
80554,-0.002793999090050138,-0.06115993294862441
80555,-0.0027992845537795365,-0.06117214640317192
80556,-0.0028048546003139724,-0.061201871080130706
80557,-0.002803185659555898,-0.061217685893505784
80558,-0.0027956764865754912,-0.06119611198316737
80559,-0.0027899556872016513,-0.06115706905683342
80560,-0.002791504903162075,-0.061135129299660335
80561,-0.0027990681704381038,-0.06113795747609267
80562,-0.0028050941289933687,-0.06114990044648006
80563,-0.0028032158882930125,-0.061157925476532496
80564,-0.0027965335689295,-0.06115792128754032
80565,-0.002793729847484643,-0.06115459624431992
80566,-0.002797836792132493,-0.06116360052863214
80567,-0.0028029874095582196,-0.06118897474928665
80568,-0.0028022425675944557,-0.061205274931064174
80569,-0.002795972915328515,-0.061189722443858764
80570,-0.002790539877540848,-0.06115609432778529
80571,-0.0027911728638485437,-0.06113470525750328
80572,-0.002797443766035569,-0.06113509502965193
80573,-0.002803110556382403,-0.06114502284577574
80574,-0.002802178624925818,-0.06115243608920523
80575,-0.0027965039447290564,-0.06115286413451245
80576,-0.0027935234070786243,-0.061149618527792035
80577,-0.0027966228515492824,-0.06115605702423888
80578,-0.0028013018095956656,-0.06117751250523926
80579,-0.002801264409693807,-0.061193678735678735
80580,-0.00279609966689536,-0.06118302833705851
80581,-0.0027910315887835165,-0.06115437653966976
80582,-0.002790956598081936,-0.06113392953665895
80583,-0.0027960866783746066,-0.06113237745947084
80584,-0.0028013283904516737,-0.06114047079469994
80585,-0.002801133822546853,-0.06114724734725644
80586,-0.0027963820138097433,-0.061148024322899376
80587,-0.0027933578965924264,-0.061144967768205646
80588,-0.0027956085678386713,-0.06114938041139858
80589,-0.0027997915288996505,-0.06116734988935119
80590,-0.0028002793862253795,-0.06118293415885032
80591,-0.0027960872997818474,-0.06117621484880765
80592,-0.0027914323949092676,-0.0611520741972889
80593,-0.002790825504150384,-0.06113284939045212
80594,-0.002794959222615179,-0.06112979471057358
80595,-0.002799738039132976,-0.061136238285546374
80596,-0.0028001031595472226,-0.06114236691529445
80597,-0.002796183329956085,-0.06114341474659551
80598,-0.0027932167212915784,-0.061140617232579623
80599,-0.0027947632760530632,-0.061143453095741124
